CIN,Company Name,Status
U72900UP2020PTC139863,EDUBITE TECHNOLOGIES PRIVATE LIMITED,Active
U80904MH2019PTC319835,ELLIPSIS KNOWLEDGE AND LEARNING PRIVATE LIMITED,Active
U33112MH2019PTC320123,LAXMI DENTAL INTERNATIONAL PRIVATE LIMITED,Active
U51909MH2019OPC320082,ITIHASIKA INDIA (OPC) PRIVATE LIMITED,Active
U74999CH2019PTC042356,AVIATION PARTNERS GROUP INDIA PRIVATE LIMITED,Active
U74999TZ2018PTC030720,TRIOSREX PRIVATE LIMITED,Active
U93090UP2018PTC106245,CRICONOMICS PRIVATE LIMITED,Active
U93000DL2019PTC345395,LEX FOXES PRIVATE LIMITED,Active
U74999KA2018PTC109634,FARMLOGUE INDIA PRIVATE LIMITED,Active
U52609KA2019PTC121031,BUSY LION PRIVATE LIMITED,Active
U74999MH2019PTC320853,COMET GUARDS & SECURITY SERVICES PRIVATE LIMITED,Active
U72900AP2019PTC111175,UPBEYOND PRODEV PRIVATE LIMITED,Active
U74999KA2019PTC121334,NESTASSIST SERVICES PRIVATE LIMITED,Active
U85320GJ2018PTC100673,R. K. GLOBAL HEALTHWINGS PRIVATE LIMITED,Active
U74999DL2019PTC347173,RAJGANGA FLOWERS PRIVATE LIMITED,Active
U72900PN2019PTC182489,OGIT SOLUTIONS PRIVATE LIMITED,Active
U70200TG2019PTC130938,SEED PROJECTS PRIVATE LIMITED,Active
U01111UR2018PTC008613,PAL ORGANICS PRIVATE LIMITED,Active
U65999AS2020PLN019850,ASHOMI NIDHI LIMITED,Active
U72900TG2003PTC040252,AMBA QUALITY SYSTEM ASSESSORS PRIVATE LIMITED,Active
U65992TG1997PTC027401,KONAPALA CHITS PRIVATE LIMITED,Active
U15100BR1990PTC004164,DAC RESEARCH & HEALTH SPECIALITIES PRIVATE LIMITED,Active
U23101JH1991PTC004710,BALAJI FUELS PRIVATE LIMITED,Active
U74110GJ1980PTC003654,JIGNESH INVESTMENTS PVT LTD,Active
U27310GJ1969PTC001623,DIPCO METAL FABRICATORS PRIVATE LIMITED,Active
U24230BR1984PTC001980,SUMAN AGROVET PRIVATE LIMITED,Active
U29199GJ1996PTC030706,RAJPUROHIT ACCESSORIES PRIVATE LIMITED,Active
U51100GJ1990PTC014152,RANG ROOP TEX-EXPORTS PRIVATE LIMITED,Active
U40108GJ2004PTC043628,TECSO RENEWABLE ENERGY INDIA PRIVATE LIMITED,Active
U80903KA2022PTC165925,PROFICIENT LEARNING PRIVATE LIMITED,Active
U28994WB2022PTC257074,BENGAL MAGNETICS PRIVATE LIMITED,Active
U31101KA1995PTC017317,N.K.COMMUNICATIONS PRIVATE LIMITED,Active
U29150KA1990PTC010853,FASCINE FABS PRIVATE LIMITED,Active
U03220KA1998PTC024252,PARK AVIATION TECHNOLOGIES & SERVICES PRIVATE LIMITED,Active
U65992KA1989PTC010331,PAI CHITS PRIVATE LIMITED,Active
U72200KA1995PLC023823,DYNACS ENGINEERING COMPANY (INDIA) LIMITED,Active
U29199KA1988PTC009665,SRS ENGINEERING COMPANY PRIVATE LIMITED,Active
U85320KA2004PTC033496,J.S.INSTITUTE OF BANKING AND FINANCE PRIVATE LIMITED,Active
U65993KA1995PTC034482,TRINOVA HOLDINGS PRIVATE LIMITED,Active
U72900KA2003PTC032575,G-CES SOFTWARE PRIVATE LIMITED,Active
U74210MP1983PTC002232,SRI VENKATESWARA ENGINEERING CO PVT LTD,Active
U45204MP2005PTC017534,VOLTA ENERGY & TEXTILES PRIVATE LIMITED,Active
U67120MH1978PTC020759,STERLITE METAL ROLLING MILLS PRIVATE LIMITED,Active
U17120MH1981PTC024015,BRIJENDRA TEXTILES PRIVATE LIMITED,Active
U65990MH1985PTC036148,TOURISTOR PREMISES PRIVATE LIMITED,Active
U65993MH1988PLC047362,VIDARBHA HOLDINGS LIMITED,Active
U51101MH1988PTC047605,CELLPAP AGENCIES PRIVATE LIMITED,Active
U25200MH1971PTC015363,VICTORY ALLOY STEEL PRIVATE LIMITED,Active
U26990KA2022PTC166281,URJASVE READY MIX CONCRETE PRIVATE LIMITED,Active
U74140MH1993PTC072223,C-MAT SOFTWARE PRIVATE LIMITED,Active
U45200PN1995PTC158660,HRISHIKESH DEVELOPERS PRIVATE LIMITED,Active
U65923MH1995PTC090942,CELLPAP FINVEST PRIVATE LIMITED,Active
U65900MH1996PTC099419,UNITY CAPITAL AND FINLEASE PRIVATE LIMITED,Active
U74900MH1991PTC062333,VIABLE DESIGN CONSULTING PRIVATE LIMITED,Active
U67190MH1995PTC086677,BHANSALI MANAGEMENT SERVICES PRIVATE LIMITED,Active
U74999MH1995PTC086413,BLAENERGY PRIVATE LIMITED,Active
U29224MH1998PTC115679,BGM GRANI MACHINE TOOLS PRIVATE LIMITED,Active
U60210MH1998PTC114243,MARRK TRANSPORT COMPANY PRIVATE LIMITED,Active
U51900MH1997PTC109577,IVORY ENTERPRISES PRIVATE LIMITED,Active
U18101MH2002PTC134403,SAILEELA FABRICS PRIVATE LIMITED,Active
U67190MH2022PTC390959,FINEZT FINANCE CONSULTANCY PRIVATE LIMITED,Active
U24233RJ2005PTC020130,SUNRISE HERBOTEX PRIVATE LIMITED,Active
U45201RJ1999PTC015445,JAH PLANNERS PRIVATE LIMITED,Active
U14219RJ1988PTC004686,NAV (BHARAT) EXCOMECH PRIVATE LIMITED,Active
U31900TN1985PTC011704,ENKAY VISIONS PRIVATE LIMITED,Active
U01222UP1996PTC019447,ASHWARYA AGRO PRODUCTS PRIVATE LIMITED,Active
U17111TZ1993PTC004245,ENJOY TEXTILES INDIA PRIVATE LIMITED,Active
U30009WB1991PTC051466,SMV AUTOMATION PVT LTD,Active
U74999WB1990PTC048825,PAL GUEST HOUSE PRIVATE LIMITED,Active
U01122WB1990PTC049632,SUNDARBANS MARINE PRODUCTTS PVT LTD,Active
U51909MH1996PTC217119,GOLDMAN DEALER PVT LTD,Active
U55101WB1998PLC088151,V K HOTELS & RESORTS LIMITED,Active
U01120MH2022PTC391055,RIGHTEOUS NUTRACEUTICAL PRIVATE LIMITED,Active
U74140WB1995PTC071140,PREMIER VENTURE PROMOTIONAL PVT LTD,Active
U72900WB2000PTC091534,SOM DATT INFOSOFT PRIVATE LIMITED,Active
U55101GA2001PTC003059,HEILSTEIN TOURIST HOUSE PRIVATE LIMITED,Active
U51109WB2005PTC105983,ACHIVEMENT COMMERCIAL PRIVATE LIMITED,Active
U25199WB2003PTC097285,MILESTONE PHARMA PRIVATE LIMITED,Active
U74899DL1979PTC010014,TRIDENT ENTERPRISES PRIVATE LIMITED,Active
U74899DL1987PTC027668,H J ENGINEERS PRIVATE LTD,Active
U74899DL1989PTC036140,SPECTRUM VOYAGES PRIVATE LIMITED,Active
U74899DL1993PTC056694,VINAYAK PROJECT CONSULTANTS INDIA PRIVATE LIMITED,Active
U55209HP2022PTC009599,CAFESKOL HOSPITALITY PRIVATE LIMITED,Active
U74899DL1994PTC059834,MULTIPLEX MANAGEMENT SERVICES PRIVATE LIMITED,Active
U74899DL1995PLC070449,GLOBAL FINLEZ LIMITED,Active
U24114DL1999PTC100078,SHAIVI FASHION PRIVATE LIMITED,Active
U18101DL2005PTC138563,ANANTA GLOBAL OVERSEAS PRIVATE LIMITED,Active
U64202DL2004PTC128706,OM STRATEGIC BROADCAST SOLUTIONS PRIVATE LIMITED,Active
U74140TG2000PTC034686,ARASU QUALITY MANAGEMENT ASSOCIATES (AQMA)PRIVATE LIMITED,Active
U72300TN2007PTC062286,ATLAS OUTSOURCING PRIVATE LIMITED,Active
U29246TZ2001PTC009708,DEEPA PRIMARY CRUSHERS PRIVATE LIMITED,Active
U17111RJ1994PTC009109,BOHARA POLYTEX PRIVATE LIMITED,Active
U74999MH2007PTC166847,EMGEE EVENT MANAGEMENT PRIVATE LIMITED,Active
U70102MH2007PTC172932,APEKSHA VILLA PRIVATE LIMITED,Active
U85191DL2007PTC162984,AUDE SAPERE HEALTHCARE PRIVATE LIMITED,Active
U74900MH2008PTC179922,ANSH EVENTS ACTIVATIONS & PROMOTIONS PRIVATE LIMITED,Active
U45200DL2008PTC173067,ASIAN GYPSUM INDUSTRIES PRIVATE LIMITED,Active
U51505KA2008PTC044931,MANUDEM (INDIA) PRIVATE LIMITED,Active
U35301TN2007PTC065745,DONGBU EXPRESS INDIA LOGISTICS PRIVATE LIMITED,Active
U24222RJ2008PTC026549,ALLIANCE PAINTCHEM INTERMEDIATES PRIVATE LIMITED,Active
U45201RJ2008PTC026653,MALHOTRA BUILDCON PRIVATE LIMITED,Active
U51909WB2008PTC126949,BEAUTY SUPPLIERS PRIVATE LIMITED,Active
U40109OR2006PLC008650,ORISSA CENTRAL ELECTRICITY DISTRUCTION CO LTD,Active
U45201MH2006PTC163820,WHITE CITY DEVELOPERS PRIVATE LIMITED,Active
U70109KA2006PTC039747,MG & D DEVELOPERS PRIVATE LIMITED,Active
U52190MH2008PTC184299,FAIRFIELD COMMERCIAL TRADING PRIVATE LIMITED,Active
U70109KA2009PTC049053,MALIKS REALTY PRIVATE LIMITED,Active
U40105MH2009PTC189700,VAAYU RENEWABLE ENERGY (YAMUNA) PRIVATE LIMITED,Active
U29299DL2008PTC185755,CAPRICORN ENGINEERING PRIVATE LIMITED,Active
U51109MH2008PTC188797,HARIPACK OVERSEAS PRIVATE LIMITED,Active
U50100TZ2009PTC015084,ARUL MOTORS PRIVATE LIMITED,Active
U40101MH2009PTC189694,VAAYU RENEWABLE ENERGY (INDUS) PRIVATE LIMITED,Active
U40109MH2009PTC189692,VAAYU RENEWABLE ENERGY (GANGA) PRIVATE LIMITED,Active
U13209GA2009PTC005994,SARDESAI MINERALS AND LOGISTICS PRIVATE LIMITED,Active
U15500DL2009PTC187551,QUARK AGRI FOODS PRIVATE LIMITED,Active
U47221DL1984PLC019171,UNIQUE GREENFIELD LIMITED,Active
U31900DL2009PTC189433,ACTIVENT ENGINEERING PRIVATE LIMITED,Active
U51109MP2009PTC021707,SUNDARAM TRADEMART PRIVATE LIMITED,Active
U67110DL1994PTC063395,CONCORD CAPITAL MANAGEMENT COMPANY PRIVATE LIMITED,Active
U45211MH2006PTC158623,MILTON IMPEX PRIVATE LIMITED,Active
U70109DL2006PTC152735,HORIZON INFRADEVELOPER PRIVATE LIMITED.,Active
U24241DL2001PTC110030,ULTRAMARINES BLUES PRIVATE LIMITED,Active
U45201GJ2010PTC059728,RIDDHI PROCON PRIVATE LIMITED,Active
U74900DL2010PTC203428,DEV BUSINESS SOLUTIONS PRIVATE LIMITED,Active
U72900PN2010PTC136451,BATCHMATE SYSTEMS PRIVATE LIMITED,Active
U51101WB2010PTC147815,PUSHPRATAN MERCHANDISE PRIVATE LIMITED,Active
U51101WB2010PTC149889,BAGHBAAN TRADELINK PRIVATE LIMITED,Active
U15531KA2010PTC055417,RSB DISTILLERIES (INDIA) PRIVATE LIMITED,Active
U70101MP2010PTC024012,J K REAL ESTATE DEVELOPERS PRIVATE LIMITED,Active
U74999TN2010PTC076845,JAYA WOOD PACKERS PRIVATE LIMITED,Active
U22203MH2010PTC207178,PLASTIC BAG MANUFACTURERS OF INDIA PRIVATE LIMITED,Active
U74999DL2017PTC319970,APODIS IT SOLUTIONS PRIVATE LIMITED,Active
U60231TR2010PTC008317,FELICITAS LOGISTICS AND WAREHOUSING PRIVATE LIMITED,Active
U65992TN2010PTC078314,DEEPASUDAR CHITS PRIVATE LIMITED,Active
U72200KA2011PTC056639,YELAHANKA TECH PRIVATE LIMITED,Active
U25199DL2009PTC193378,MISAKI PLASTIC TECHNOLOGIES PRIVATE LIMITED,Active
U74900TG2009PTC065800,WAY2 PROJECTS & DEVELOPERS PRIVATE LIMITED,Active
